student_id,nom,prenom,sexe,date_naissance,departement,filiere,niveau,annee_academique,ue,matiere,enseignant,note
EPL0366,BERNARD,Thomas,M,14/02/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,10.8
EPL0367,SCHMITT,Stéphane,M,12/06/1999,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,12.67
EPL0368,SCHMITT,Agathe,M,11/12/2004,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,12.04
EPL0369,MOREAU,Danielle,M,15/11/2007,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,12.29
EPL0370,BERNARD,Madeleine,F,25/10/1999,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,9.68
EPL0371,SCHMITT,Antoine,M,14/08/2001,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,12.07
EPL0372,MARTIN,Sophie,M,27/05/2004,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,13.49
EPL0373,DUPONT,Thomas,F,19/09/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,16.35
EPL0374,SCHMITT,Emma,M,29/08/1995,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,14.88
EPL0375,WAGNER,Madeleine,M,23/07/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,18.46
EPL0376,PETIT,Sophie,F,24/11/1998,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,9.7
EPL0377,DUPONT,Antoine,M,20/11/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,14.62
EPL0378,MARTIN,Madeleine,F,07/11/1995,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,12.55
EPL0379,ROBERT,Thomas,M,10/06/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,18.57
EPL0380,DIJOUX,Emma,M,29/06/1995,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,9.58
EPL0381,DUPONT,Sophie,M,20/07/2002,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,9.48
EPL0382,BERNARD,Thomas,F,28/11/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,10.2
EPL0383,MARTIN,Lucas,M,26/12/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,5.63
EPL0384,PETIT,Emma,M,07/09/2007,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,10.42
EPL0385,DELANNOY,Stéphane,F,02/03/2002,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,9.72
EPL0386,SCHMITT,Lucas,M,06/08/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,12.45
EPL0387,SCHMITT,Danielle,F,29/10/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,13.03
EPL0388,BERNARD,Emma,F,10/04/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,17.63
EPL0389,SCHMITT,Lucas,M,23/02/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,14.85
EPL0390,BERNARD,Madeleine,M,09/04/2007,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,10.27
EPL0391,SCHMITT,Sophie,M,26/09/2004,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,9.3
EPL0392,WAGNER,Sophie,F,25/04/2001,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,13.48
EPL0393,PETIT,Julie,F,12/06/1998,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,8.04
EPL0394,MARTIN,Antoine,F,24/06/1999,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,17.49
EPL0395,MARTIN,Agathe,F,04/08/1997,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,15.54
EPL0396,MARTIN,Agathe,F,23/02/1999,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,10.59
EPL0397,SCHMITT,Lucas,F,06/06/2005,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,6.86
EPL0398,DELANNOY,Agathe,F,22/02/2007,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,16.06
EPL0399,BERNARD,Julie,F,05/11/2007,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,11.66
EPL0400,SCHMITT,Julie,M,12/09/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,15.71
EPL0401,DIJOUX,Danielle,F,03/10/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,7.22
EPL0402,MARTIN,Emma,M,13/12/1996,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,10.2
EPL0403,MOREAU,Danielle,F,10/07/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,12.02
EPL0404,PETIT,Agathe,F,05/01/2007,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,12.14
EPL0405,MOREAU,Antoine,F,03/11/1995,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,10.65
EPL0406,PETIT,Sophie,M,17/11/2003,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,13.87
EPL0407,DUPONT,Danielle,F,18/10/2001,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,8.8
EPL0408,DIJOUX,Lucas,F,13/03/2002,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,11.57
EPL0409,WAGNER,Sophie,F,02/08/2006,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,12.36
EPL0410,ROBERT,Sophie,M,04/10/2006,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,13.54
EPL0411,SCHMITT,Stéphane,M,28/03/2005,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,14.13
EPL0412,DUPONT,Thomas,F,11/10/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,8.63
EPL0413,PETIT,Thomas,M,23/08/2005,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,7.4
EPL0414,DELANNOY,Lucas,M,02/09/2003,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,15.83
EPL0415,WAGNER,Stéphane,F,08/03/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,13.0
EPL0416,DIJOUX,Antoine,M,08/01/2000,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,9.75
EPL0417,DUPONT,Thomas,F,23/11/1999,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,16.65
EPL0418,ROBERT,Emma,F,11/09/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.35
EPL0419,MARTIN,Emma,F,09/11/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,15.54
EPL0420,WAGNER,Danielle,F,03/03/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.2
EPL0421,MARTIN,Sophie,F,16/09/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,18.18
EPL0422,WAGNER,Julie,F,15/01/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,17.27
EPL0423,DELANNOY,Thomas,M,19/10/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.25
EPL0424,DUPONT,Stéphane,F,06/06/2004,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,14.91
EPL0425,DELANNOY,Thomas,M,06/08/1996,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,13.94
EPL0426,MARTIN,Sophie,M,20/05/1998,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,16.11
EPL0427,MOREAU,Madeleine,F,17/01/1999,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,9.11
EPL0428,SCHMITT,Danielle,F,18/02/2001,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,14.06
EPL0429,DELANNOY,Madeleine,F,18/08/2004,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,15.18
EPL0430,SCHMITT,Julie,M,15/05/2003,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,6.72
EPL0431,SCHMITT,Stéphane,M,21/09/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,8.45
EPL0432,PETIT,Lucas,M,18/06/1996,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,5.88
EPL0433,ROBERT,Antoine,F,22/09/2004,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,11.19
EPL0434,WAGNER,Madeleine,F,06/06/1995,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,14.15
EPL0435,SCHMITT,Antoine,M,05/10/1997,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,16.51
EPL0436,PETIT,Danielle,M,04/06/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.22
EPL0437,MOREAU,Sophie,M,11/04/2007,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,16.89
EPL0438,SCHMITT,Lucas,F,07/04/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,7.86
EPL0439,ROBERT,Antoine,M,04/05/2001,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,6.89
EPL0440,WAGNER,Lucas,M,11/01/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.83
EPL0441,ROBERT,Thomas,M,12/10/2005,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,13.15
EPL0442,DELANNOY,Agathe,F,06/05/1998,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,11.9
EPL0443,WAGNER,Thomas,F,03/12/2000,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,5.8
EPL0444,MARTIN,Emma,F,21/07/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,11.73
EPL0445,DIJOUX,Madeleine,F,07/01/2003,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,8.09
EPL0446,DIJOUX,Agathe,F,23/12/2003,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,14.01
EPL0447,DIJOUX,Agathe,M,25/04/1996,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,13.1
EPL0448,MOREAU,Madeleine,F,16/01/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,9.18
EPL0449,DELANNOY,Sophie,F,12/01/1996,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,10.46
EPL0450,ROBERT,Antoine,M,03/08/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,8.82
EPL0451,DUPONT,Sophie,M,10/07/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,11.81
EPL0452,MOREAU,Thomas,M,05/09/1996,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,14.87
EPL0453,SCHMITT,Julie,M,07/05/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,9.04
EPL0454,MOREAU,Thomas,F,22/12/1996,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,13.51
EPL0455,SCHMITT,Agathe,F,31/03/2004,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,10.41
EPL0456,ROBERT,Stéphane,F,24/08/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,9.62
EPL0457,ROBERT,Antoine,F,24/02/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,11.68
EPL0458,WAGNER,Danielle,F,19/12/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,8.89
EPL0459,DIJOUX,Thomas,M,06/03/2004,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,10.34
EPL0460,DELANNOY,Sophie,M,02/04/2005,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,8.41
EPL0461,PETIT,Agathe,F,04/04/2005,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,17.89
EPL0462,SCHMITT,Julie,F,31/10/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,12.11
EPL0463,BERNARD,Antoine,F,22/04/2006,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,9.9
EPL0464,DUPONT,Lucas,F,28/12/1997,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,12.64
EPL0465,ROBERT,Emma,M,04/07/1999,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,11.66
EPL0466,DIJOUX,Madeleine,F,03/08/1997,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,11.34
EPL0467,SCHMITT,Julie,M,27/07/1995,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,13.84
EPL0468,MARTIN,Madeleine,F,14/08/2000,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,14.27
EPL0469,ROBERT,Danielle,F,24/02/2005,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,10.41
EPL0470,ROBERT,Lucas,M,23/07/2003,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,10.27
EPL0471,MARTIN,Stéphane,F,22/01/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,11.17
EPL0472,MOREAU,Madeleine,M,12/03/1999,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,5.09
EPL0473,MARTIN,Julie,F,01/12/1997,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,M. DADEOU,7.45
EPL0474,DIJOUX,Danielle,M,27/03/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,16.1
EPL0475,ROBERT,Emma,M,16/02/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,16.93
EPL0476,DIJOUX,Sophie,F,23/01/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,11.25
EPL0477,DUPONT,Lucas,M,24/11/2006,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,13.73
EPL0478,WAGNER,Antoine,M,23/11/1995,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.93
EPL0479,MARTIN,Julie,F,22/07/1995,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,20.0
EPL0480,MARTIN,Stéphane,F,11/07/2006,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,15.36
EPL0481,DELANNOY,Stéphane,M,07/07/2004,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,11.62
EPL0482,DELANNOY,Madeleine,M,19/04/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,9.13
EPL0483,SCHMITT,Madeleine,F,08/07/2007,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,7.18
EPL0484,MOREAU,Sophie,F,04/02/2002,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,12.61
EPL0485,SCHMITT,Antoine,M,08/01/1996,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,9.73
EPL0486,MARTIN,Antoine,M,25/04/2001,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,7.73
EPL0487,DIJOUX,Julie,M,22/01/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,10.06
EPL0488,DUPONT,Danielle,M,06/10/1997,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,8.76
EPL0489,ROBERT,Agathe,F,17/09/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,17.06
EPL0490,ROBERT,Madeleine,M,16/02/1999,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,14.64
EPL0491,PETIT,Danielle,F,30/04/2007,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,11.98
EPL0492,DELANNOY,Stéphane,F,03/06/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,16.44
EPL0493,PETIT,Agathe,M,16/02/2002,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,12.23
EPL0494,PETIT,Madeleine,F,04/02/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,9.42
EPL0495,WAGNER,Sophie,F,23/01/2003,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,16.57
EPL0496,DUPONT,Lucas,F,17/05/2007,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,13.62
EPL0497,DIJOUX,Julie,M,26/11/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,8.89
EPL0498,SCHMITT,Antoine,F,09/10/1999,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,11.43
EPL0499,DIJOUX,Emma,F,04/01/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.37
EPL0500,ROBERT,Agathe,F,28/02/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,7.85
EPL0501,DIJOUX,Thomas,M,07/01/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,14.78
EPL0502,WAGNER,Thomas,M,29/05/1996,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,17.73
EPL0503,WAGNER,Julie,F,15/09/2003,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,7.8
EPL0504,DUPONT,Agathe,F,27/11/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,13.69
EPL0505,PETIT,Agathe,F,10/06/2003,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,10.05
EPL0506,MOREAU,Antoine,M,04/04/2006,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,10.54
EPL0507,ROBERT,Lucas,M,15/05/1998,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,10.22
EPL0508,WAGNER,Sophie,F,17/07/1997,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,9.41
EPL0509,DIJOUX,Sophie,M,19/06/2000,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,12.15
EPL0510,ROBERT,Danielle,M,03/04/1996,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,9.51
EPL0511,PETIT,Danielle,F,03/12/1996,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,12.81
EPL0512,DIJOUX,Stéphane,F,15/03/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,11.85
EPL0513,DUPONT,Thomas,M,26/02/2000,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,11.28
EPL0514,WAGNER,Julie,F,10/05/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.28
EPL0515,PETIT,Danielle,M,02/02/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,10.27
EPL0516,BERNARD,Emma,M,19/11/2006,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,14.27
EPL0517,PETIT,Antoine,M,17/07/2004,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,13.5
EPL0518,MARTIN,Antoine,F,12/10/2000,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,9.07
EPL0519,ROBERT,Agathe,M,31/05/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.3
EPL0520,DELANNOY,Madeleine,F,08/09/2000,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,14.25
EPL0521,BERNARD,Stéphane,F,20/05/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,6.99
EPL0522,ROBERT,Thomas,F,17/11/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,13.63
EPL0523,DELANNOY,Stéphane,F,18/08/1998,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,10.01
EPL0524,ROBERT,Antoine,M,09/08/1998,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,13.71
EPL0525,PETIT,Sophie,M,08/06/1996,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,9.71
EPL0526,SCHMITT,Sophie,F,08/09/2006,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,6.59
EPL0527,SCHMITT,Stéphane,F,15/05/1999,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,7.12
EPL0528,SCHMITT,Emma,M,03/01/1995,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,12.14
EPL0529,BERNARD,Sophie,M,12/08/2006,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.78
EPL0530,ROBERT,Antoine,F,17/10/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,9.29
EPL0531,PETIT,Danielle,F,04/12/1998,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,13.92
EPL0532,DELANNOY,Julie,F,24/01/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,7.02
EPL0533,MOREAU,Stéphane,F,16/04/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,11.8
EPL0534,MARTIN,Agathe,F,11/12/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,8.37
EPL0535,ROBERT,Julie,M,27/11/2000,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,10.04
EPL0536,DUPONT,Agathe,M,08/09/2005,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,12.14
EPL0537,WAGNER,Thomas,M,07/04/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,9.42
EPL0538,WAGNER,Stéphane,F,01/07/1998,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,10.85
EPL0539,SCHMITT,Julie,M,25/10/2005,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,15.02
EPL0540,DIJOUX,Julie,F,04/12/2003,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,10.27
EPL0541,ROBERT,Danielle,F,31/10/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,14.51
EPL0542,ROBERT,Thomas,F,10/03/1995,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,8.61
EPL0543,DUPONT,Antoine,F,14/03/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,13.59
EPL0544,PETIT,Emma,F,15/02/1999,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,16.32
EPL0545,DUPONT,Emma,F,09/04/2001,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,4.59
EPL0546,MARTIN,Stéphane,F,18/07/2003,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,9.61
EPL0547,SCHMITT,Madeleine,F,16/03/2006,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,13.73
EPL0548,ROBERT,Antoine,M,08/12/2003,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,11.39
EPL0549,MOREAU,Agathe,F,04/07/2002,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,13.11
